Código;Grupo/Família (Abrev.);Nome do produto;Unidade;Preco_Unit;Cobre_kg;PVC_kg;Skin_kg;Embalagem_kg;Peso_Total_kg
F151;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM PRETO AUTOFLEX* 100M;RL;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F151;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM PRETO AUTOFLEX* 100M;RL;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F152;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM VERMELHO AUTOFLEX* 100M;RL;0.0;0.781;1.0;0.0;0.0133;1.7943000000000002
F152;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM VERMELHO AUTOFLEX* 100M;RL;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F152;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM VERMELHO AUTOFLEX* 100M;RL;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F153;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM AMARELO AUTOFLEX* 100M;RL;0.0;0.781;1.0;0.0;0.0133;1.7943000000000002
F153;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM AMARELO AUTOFLEX* 100M;RL;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F153;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM AMARELO AUTOFLEX* 100M;RL;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F154;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM AZUL AUTOFLEX* 100M;RL;0.0;0.781;1.0;0.0;0.0133;1.7943000000000002
F154;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM AZUL AUTOFLEX* 100M;RL;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F154;CEA-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM AZUL AUTOFLEX* 100M;RL;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F107;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERDE AUTOFLEX* 100M;RL;0.0;1.228;0.9;0.0;0.0133;2.1413
F107;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERDE AUTOFLEX* 100M;RL;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F107;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERDE AUTOFLEX* 100M;RL;0.0;0.77;1.1;0.0;0.013;1.883
F108;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM BRANCO AUTOFLEX* 100M;RL;0.0;1.228;0.9;0.0;0.0133;2.1413
F108;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM BRANCO AUTOFLEX* 100M;RL;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F108;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM BRANCO AUTOFLEX* 100M;RL;0.0;0.77;1.1;0.0;0.013;1.883
F104;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERMELHO AUTOFLEX* 100M;RL;0.0;1.228;0.9;0.0;0.0133;2.1413
F104;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERMELHO AUTOFLEX* 100M;RL;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F104;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM VERMELHO AUTOFLEX* 100M;RL;0.0;0.77;1.1;0.0;0.013;1.883
F103;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM PRETO AUTOFLEX* 100M;RL;0.0;1.228;0.9;0.0;0.0133;2.1413
F103;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM PRETO AUTOFLEX* 100M;RL;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F103;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM PRETO AUTOFLEX* 100M;RL;0.0;0.77;1.1;0.0;0.013;1.883
F108B;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM BRANCO AUTOFLEX* METRO [BOBINA];M;0.0;1.228;0.9;0.0;0.0133;2.1413
F108B;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM BRANCO AUTOFLEX* METRO [BOBINA];M;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F108B;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM BRANCO AUTOFLEX* METRO [BOBINA];M;0.0;0.77;1.1;0.0;0.013;1.883
F139B;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA AUTOFLEX* METRO (BOBINA);M;0.0;1.228;0.9;0.0;0.0133;2.1413
F139B;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA AUTOFLEX* METRO (BOBINA);M;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F139B;CEA-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA AUTOFLEX* METRO (BOBINA);M;0.0;0.77;1.1;0.0;0.013;1.883
F130;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AZUL AUTOFLEX* 100M;RL;0.0;8.038;3.402;0.0;0.0133;11.4533
F130;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AZUL AUTOFLEX* 100M;RL;0.0;4.62;3.8;0.0;0.025;8.445
F130;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AZUL AUTOFLEX* 100M;RL;0.0;5.5;3.6;0.0;0.025;9.125
F131;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERDE AUTOFLEX* 100M;RL;0.0;8.038;3.402;0.0;0.0133;11.4533
F131;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERDE AUTOFLEX* 100M;RL;0.0;4.62;3.8;0.0;0.025;8.445
F131;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERDE AUTOFLEX* 100M;RL;0.0;5.5;3.6;0.0;0.025;9.125
F132;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM BRANCO AUTOFLEX* 100M;RL;0.0;8.038;3.402;0.0;0.0133;11.4533
F132;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM BRANCO AUTOFLEX* 100M;RL;0.0;4.62;3.8;0.0;0.025;8.445
F132;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM BRANCO AUTOFLEX* 100M;RL;0.0;5.5;3.6;0.0;0.025;9.125
F129;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AMARELO AUTOFLEX* 100M;RL;0.0;8.038;3.402;0.0;0.0133;11.4533
F129;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AMARELO AUTOFLEX* 100M;RL;0.0;4.62;3.8;0.0;0.025;8.445
F129;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM AMARELO AUTOFLEX* 100M;RL;0.0;5.5;3.6;0.0;0.025;9.125
F128B;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERMELHO AUTOFLEX* METRO [BOBINA];M;0.0;8.038;3.402;0.0;0.0133;11.4533
F128B;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERMELHO AUTOFLEX* METRO [BOBINA];M;0.0;4.62;3.8;0.0;0.025;8.445
F128B;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM VERMELHO AUTOFLEX* METRO [BOBINA];M;0.0;5.5;3.6;0.0;0.025;9.125
F127B;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM PRETO AUTOFLEX* METRO [BOBINA];M;0.0;8.038;3.402;0.0;0.0133;11.4533
F127B;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM PRETO AUTOFLEX* METRO [BOBINA];M;0.0;4.62;3.8;0.0;0.025;8.445
F127B;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM PRETO AUTOFLEX* METRO [BOBINA];M;0.0;5.5;3.6;0.0;0.025;9.125
F143;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM CINZA AUTOFLEX* 100M;RL;0.0;8.038;3.402;0.0;0.0133;11.4533
F143;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM CINZA AUTOFLEX* 100M;RL;0.0;4.62;3.8;0.0;0.025;8.445
F143;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM CINZA AUTOFLEX* 100M;RL;0.0;5.5;3.6;0.0;0.025;9.125
F143B;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM CINZA AUTOFLEX* METRO [BOBINA];M;0.0;8.038;3.402;0.0;0.0133;11.4533
F143B;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM CINZA AUTOFLEX* METRO [BOBINA];M;0.0;4.62;3.8;0.0;0.025;8.445
F143B;CEA-FLEX 10,0MM;CABO ELETRICO FLEXIVEL 10,0MM CINZA AUTOFLEX* METRO [BOBINA];M;0.0;5.5;3.6;0.0;0.025;9.125
F146;CEA-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM PRETO AUTOFLEX* 100M;RL;0.0;12.1;4.9;0.0;0.03;17.03
F146;CEA-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM PRETO AUTOFLEX* 100M;RL;0.0;7.74;4.267;0.0;0.025;12.032000000000002
F146;CEA-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM PRETO AUTOFLEX* 100M;RL;0.0;8.64;0.0;0.0;0.025;8.665000000000001
F179;CEA-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERDE AUTOFLEX* 100M;RL;0.0;12.1;4.9;0.0;0.03;17.03
F179;CEA-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERDE AUTOFLEX* 100M;RL;0.0;7.74;4.267;0.0;0.025;12.032000000000002
F179;CEA-FLEX 16,0MM;CABO ELETRICO FLEXIVEL 16,0MM VERDE AUTOFLEX* 100M;RL;0.0;8.64;0.0;0.0;0.025;8.665000000000001
F110;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERMELHO AUTOFLEX* 100M;RL;0.0;2.0;1.0;0.0;0.0133;3.0133
F110;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERMELHO AUTOFLEX* 100M;RL;0.0;1.1;1.5;0.0;0.016;2.616
F110;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERMELHO AUTOFLEX* 100M;RL;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
F109;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM PRETO AUTOFLEX* 100M;RL;0.0;2.0;1.0;0.0;0.0133;3.0133
F109;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM PRETO AUTOFLEX* 100M;RL;0.0;1.1;1.5;0.0;0.016;2.616
F109;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM PRETO AUTOFLEX* 100M;RL;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
F111;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AMARELO AUTOFLEX* 100M;RL;0.0;2.0;1.0;0.0;0.0133;3.0133
F111;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AMARELO AUTOFLEX* 100M;RL;0.0;1.1;1.5;0.0;0.016;2.616
F111;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AMARELO AUTOFLEX* 100M;RL;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
F112;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AZUL AUTOFLEX* 100M;RL;0.0;2.0;1.0;0.0;0.0133;3.0133
F112;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AZUL AUTOFLEX* 100M;RL;0.0;1.1;1.5;0.0;0.016;2.616
F112;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM AZUL AUTOFLEX* 100M;RL;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
F113B;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERDE AUTOFLEX* METRO [BOBINA];M;0.0;2.0;1.0;0.0;0.0133;3.0133
F113B;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERDE AUTOFLEX* METRO [BOBINA];M;0.0;1.1;1.5;0.0;0.016;2.616
F113B;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM VERDE AUTOFLEX* METRO [BOBINA];M;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
F114B;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO AUTOFLEX* METRO [BOBINA];M;0.0;2.0;1.0;0.0;0.0133;3.0133
F114B;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO AUTOFLEX* METRO [BOBINA];M;0.0;1.1;1.5;0.0;0.016;2.616
F114B;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM BRANCO AUTOFLEX* METRO [BOBINA];M;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
F133;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM MARROM AUTOFLEX* 100M;RL;0.0;2.0;1.0;0.0;0.0133;3.0133
F133;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM MARROM AUTOFLEX* 100M;RL;0.0;1.1;1.5;0.0;0.016;2.616
F133;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM MARROM AUTOFLEX* 100M;RL;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
F133B;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2 ,5MM MARROM AUTOFLEX* METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
F140;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM CINZA AUTOFLEX* 100M;RL;0.0;2.0;1.0;0.0;0.0133;3.0133
F140;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM CINZA AUTOFLEX* 100M;RL;0.0;1.1;1.5;0.0;0.016;2.616
F140;CEA-FLEX 2,5MM;CABO ELETRICO FLEXIVEL 2,5MM CINZA AUTOFLEX* 100M;RL;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
F120;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM BRANCO AUTOFLEX* 100M;RL;0.0;3.126;1.709;0.0;0.0133;4.8483
F120;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM BRANCO AUTOFLEX* 100M;RL;0.0;1.76;1.9;0.0;0.018;3.678
F120;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM BRANCO AUTOFLEX* 100M;RL;0.0;1.98;1.8;0.0;0.018;3.798
F115B;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM PRETO AUTOFLEX* METRO [BOBINA];M;0.0;3.126;1.709;0.0;0.0133;4.8483
F115B;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM PRETO AUTOFLEX* METRO [BOBINA];M;0.0;1.76;1.9;0.0;0.018;3.678
F115B;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM PRETO AUTOFLEX* METRO [BOBINA];M;0.0;1.98;1.8;0.0;0.018;3.798
F116B;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERMELHO AUTOFLEX* METRO [BOBINA];M;0.0;3.126;1.709;0.0;0.0133;4.8483
F116B;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERMELHO AUTOFLEX* METRO [BOBINA];M;0.0;1.76;1.9;0.0;0.018;3.678
F116B;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM VERMELHO AUTOFLEX* METRO [BOBINA];M;0.0;1.98;1.8;0.0;0.018;3.798
F117B;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AMARELO AUTOFLEX* METRO (BOBINA];M;0.0;3.126;1.709;0.0;0.0133;4.8483
F117B;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AMARELO AUTOFLEX* METRO (BOBINA];M;0.0;1.76;1.9;0.0;0.018;3.678
F117B;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AMARELO AUTOFLEX* METRO (BOBINA];M;0.0;1.98;1.8;0.0;0.018;3.798
F118B;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AZUL AUTOFLEX* METRO [BOBINA];M;0.0;3.126;1.709;0.0;0.0133;4.8483
F118B;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AZUL AUTOFLEX* METRO [BOBINA];M;0.0;1.76;1.9;0.0;0.018;3.678
F118B;CEA-FLEX 4,0MM;CABO ELETRICO FLEXIVEL 4,0MM AZUL AUTOFLEX* METRO [BOBINA];M;0.0;1.98;1.8;0.0;0.018;3.798
F123;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AMARELO AUTOFLEX* 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F123;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AMARELO AUTOFLEX* 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F123;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AMARELO AUTOFLEX* 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
F124;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AZUL AUTOFLEX* 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F124;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AZUL AUTOFLEX* 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F124;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AZUL AUTOFLEX* 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
F125;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERDE AUTOFLEX* 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F125;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERDE AUTOFLEX* 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F125;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERDE AUTOFLEX* 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
F126;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM BRANCO AUTOFLEX* 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F126;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM BRANCO AUTOFLEX* 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F126;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM BRANCO AUTOFLEX* 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
F121B;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM PRETO AUTOFLEX* METRO [BOBINA];M;0.0;4.8;2.236;0.0;0.0133;7.0493
F121B;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM PRETO AUTOFLEX* METRO [BOBINA];M;0.0;2.97;2.35;0.0;0.019;5.339
F121B;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM PRETO AUTOFLEX* METRO [BOBINA];M;0.0;3.08;2.3;0.0;0.019;5.399
F142B;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM CINZA AUTOFLEX* METRO [BOBINA];M;0.0;4.8;2.236;0.0;0.0133;7.0493
F142B;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM CINZA AUTOFLEX* METRO [BOBINA];M;0.0;2.97;2.35;0.0;0.019;5.339
F142B;CEA-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM CINZA AUTOFLEX* METRO [BOBINA];M;0.0;3.08;2.3;0.0;0.019;5.399
PL007;CEA-PL 2X1,5MM;CORDAO PARALELO 2X1,5MM BRANCO AUTOFLEX* 100M;RL;0.0;1.228;0.9;0.0;0.0133;2.1413
PL007;CEA-PL 2X1,5MM;CORDAO PARALELO 2X1,5MM BRANCO AUTOFLEX* 100M;RL;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
PL007;CEA-PL 2X1,5MM;CORDAO PARALELO 2X1,5MM BRANCO AUTOFLEX* 100M;RL;0.0;0.77;1.1;0.0;0.013;1.883
PL007B;CEA-PL 2X1,5MM;CORDAO PARALELO 2X1,5MM BRANCO AUTOFLEX* METRO (BOBINA);M;0.0;1.228;0.9;0.0;0.0133;2.1413
PL007B;CEA-PL 2X1,5MM;CORDAO PARALELO 2X1,5MM BRANCO AUTOFLEX* METRO (BOBINA);M;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
PL007B;CEA-PL 2X1,5MM;CORDAO PARALELO 2X1,5MM BRANCO AUTOFLEX* METRO (BOBINA);M;0.0;0.77;1.1;0.0;0.013;1.883
PL029;CEA-PL 2X1,5MM;CORDAO PARALELO 2X1,5MM MARROM AUTOFLEX* 100M;RL;0.0;1.228;0.9;0.0;0.0133;2.1413
PL029;CEA-PL 2X1,5MM;CORDAO PARALELO 2X1,5MM MARROM AUTOFLEX* 100M;RL;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
PL029;CEA-PL 2X1,5MM;CORDAO PARALELO 2X1,5MM MARROM AUTOFLEX* 100M;RL;0.0;0.77;1.1;0.0;0.013;1.883
PL008;CEA-PL 2X2,5MM;CORDAO PARALELO 2X2,5MM BRANCO AUTOFLEX* 100M;RL;0.0;2.0;1.0;0.0;0.0133;3.0133
PL008;CEA-PL 2X2,5MM;CORDAO PARALELO 2X2,5MM BRANCO AUTOFLEX* 100M;RL;0.0;1.1;1.5;0.0;0.016;2.616
PL008;CEA-PL 2X2,5MM;CORDAO PARALELO 2X2,5MM BRANCO AUTOFLEX* 100M;RL;0.0;1.32;1.5;0.0;0.016;2.8360000000000003
MO001;CEI;SERVIÇO DE INDUSTRIALIZAÇÃO (IMPERIUM);KG;0.0;0.0;0.0;0.0;0.0;0.0
2445;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x1,0 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2446;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x1,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2452;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x16 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2453;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x25 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2454;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x1,0 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2455;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x1,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2456;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x2,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2457;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 3x4 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2462;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x1,0 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2463;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x1,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2464;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x2,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2465;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x4 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2466;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x6 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2467;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x10 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2472;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 5x2,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2473;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 6x1,0 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2474;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 6x1,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2475;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 6x2,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2476;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 7x1,0 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2477;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 7x1,5 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2523;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x4 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2524;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x6 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2525;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x10 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2526;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x16 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2527;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 4x25 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2696;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x1,0 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
2701;CEI-CABO CONTROLE;CABO DE CONTROLE PP M PRETO 1KV IMPERIUM PRETO 2x10 MM;M;0.0;0.0;0.0;0.0;0.0;0.0
