Código;Grupo/Família (Abrev.);Nome do produto;Unidade;Preco_Unit;Cobre_kg;PVC_kg;Skin_kg;Embalagem_kg;Peso_Total_kg
F017B;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,0MM AZUL MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;1.76;1.9;0.0;0.018;3.678
F017B;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,0MM AZUL MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;1.98;1.8;0.0;0.018;3.798
F018B;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,0MM BRANCO MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;3.126;1.709;0.0;0.0133;4.8483
F018B;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,0MM BRANCO MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;1.76;1.9;0.0;0.018;3.678
F018B;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,0MM BRANCO MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;1.98;1.8;0.0;0.018;3.798
F235;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,0MM CINZA MAXFIO RL;RL;0.0;3.126;1.709;0.0;0.0133;4.8483
F235;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,0MM CINZA MAXFIO RL;RL;0.0;1.76;1.9;0.0;0.018;3.678
F235;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,0MM CINZA MAXFIO RL;RL;0.0;1.98;1.8;0.0;0.018;3.798
F237;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,0MM MARROM MAXFIO 450/750V NBR247 100M;RL;0.0;3.126;1.709;0.0;0.0133;4.8483
F237;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,0MM MARROM MAXFIO 450/750V NBR247 100M;RL;0.0;1.76;1.9;0.0;0.018;3.678
F237;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,0MM MARROM MAXFIO 450/750V NBR247 100M;RL;0.0;1.98;1.8;0.0;0.018;3.798
2112;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,00MM VERDE MAXFIO 450/750V NBR247 50M;RL;0.0;3.126;1.709;0.0;0.0133;4.8483
2112;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,00MM VERDE MAXFIO 450/750V NBR247 50M;RL;0.0;1.76;1.9;0.0;0.018;3.678
2112;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,00MM VERDE MAXFIO 450/750V NBR247 50M;RL;0.0;1.98;1.8;0.0;0.018;3.798
F258;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,0MM LILAS MAXFIO 450/750V NBR247 100M;RL;0.0;3.126;1.709;0.0;0.0133;4.8483
F258;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,0MM LILAS MAXFIO 450/750V NBR247 100M;RL;0.0;1.76;1.9;0.0;0.018;3.678
F258;CEL-FLEX 4,0MM;CABO ELETRICO FLEX 4,0MM LILAS MAXFIO 450/750V NBR247 100M;RL;0.0;1.98;1.8;0.0;0.018;3.798
F270B;CEL-FLEX 4,0MM;CABO ELETRICO FLEX ATOX 4,0MM VERMELHO 450/750V MAXFIO METRO (BOBINA);M;0.0;3.126;1.709;0.0;0.0133;4.8483
F270B;CEL-FLEX 4,0MM;CABO ELETRICO FLEX ATOX 4,0MM VERMELHO 450/750V MAXFIO METRO (BOBINA);M;0.0;1.76;1.9;0.0;0.018;3.678
F270B;CEL-FLEX 4,0MM;CABO ELETRICO FLEX ATOX 4,0MM VERMELHO 450/750V MAXFIO METRO (BOBINA);M;0.0;1.98;1.8;0.0;0.018;3.798
F269B;CEL-FLEX 4,0MM;CABO ELETRICO FLEX ATOX 4,0MM PRETO 450/750V MAXFIO METRO (BOBINA);M;0.0;3.126;1.709;0.0;0.0133;4.8483
F269B;CEL-FLEX 4,0MM;CABO ELETRICO FLEX ATOX 4,0MM PRETO 450/750V MAXFIO METRO (BOBINA);M;0.0;1.76;1.9;0.0;0.018;3.678
F269B;CEL-FLEX 4,0MM;CABO ELETRICO FLEX ATOX 4,0MM PRETO 450/750V MAXFIO METRO (BOBINA);M;0.0;1.98;1.8;0.0;0.018;3.798
F271B;CEL-FLEX 4,0MM;CABO ELETRICO FLEX ATOX 4,0MM VERDE 450/750V MAXFIO METRO (BOBINA);M;0.0;3.126;1.709;0.0;0.0133;4.8483
F271B;CEL-FLEX 4,0MM;CABO ELETRICO FLEX ATOX 4,0MM VERDE 450/750V MAXFIO METRO (BOBINA);M;0.0;1.76;1.9;0.0;0.018;3.678
F271B;CEL-FLEX 4,0MM;CABO ELETRICO FLEX ATOX 4,0MM VERDE 450/750V MAXFIO METRO (BOBINA);M;0.0;1.98;1.8;0.0;0.018;3.798
F023;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM AZUL MAXFIO 450/750V NBR247 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F023;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM AZUL MAXFIO 450/750V NBR247 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F023;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM AZUL MAXFIO 450/750V NBR247 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
F019;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM PRETO MAXFIO 450/750V NBR247 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F019;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM PRETO MAXFIO 450/750V NBR247 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F019;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM PRETO MAXFIO 450/750V NBR247 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
F020;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM VERMELHO MAXFIO 450/750V NBR247 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F020;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM VERMELHO MAXFIO 450/750V NBR247 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F020;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM VERMELHO MAXFIO 450/750V NBR247 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
F021;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM AMARELO MAXFIO 450/750V NBR247 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F021;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM AMARELO MAXFIO 450/750V NBR247 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F021;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM AMARELO MAXFIO 450/750V NBR247 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
F022;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM VERDE MAXFIO 450/750V NBR247 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F022;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM VERDE MAXFIO 450/750V NBR247 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F022;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM VERDE MAXFIO 450/750V NBR247 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
F019B;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM PRETO MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;4.8;2.236;0.0;0.0133;7.0493
F019B;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM PRETO MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;2.97;2.35;0.0;0.019;5.339
F019B;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM PRETO MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;3.08;2.3;0.0;0.019;5.399
F187;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM CINZA MAXFIO 450/750V NBR247 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
F187;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM CINZA MAXFIO 450/750V NBR247 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
F187;CEL-FLEX 6,0MM;CABO ELETRICO FLEX 6,0MM CINZA MAXFIO 450/750V NBR247 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
S005;CEL-FLEX 6,0MM;CABO SOLAR ATOX FLEX 1,8KV 6,0MM VERMELHO 100M;RL;0.0;4.8;2.236;0.0;0.0133;7.0493
S005;CEL-FLEX 6,0MM;CABO SOLAR ATOX FLEX 1,8KV 6,0MM VERMELHO 100M;RL;0.0;2.97;2.35;0.0;0.019;5.339
S005;CEL-FLEX 6,0MM;CABO SOLAR ATOX FLEX 1,8KV 6,0MM VERMELHO 100M;RL;0.0;3.08;2.3;0.0;0.019;5.399
S005B;CEL-FLEX 6,0MM;CABO SOLAR ATOX FLEX 1,8KV 6,0MM VERMELHO METRO (BOBINA);M;0.0;4.8;2.236;0.0;0.0133;7.0493
S005B;CEL-FLEX 6,0MM;CABO SOLAR ATOX FLEX 1,8KV 6,0MM VERMELHO METRO (BOBINA);M;0.0;2.97;2.35;0.0;0.019;5.339
S005B;CEL-FLEX 6,0MM;CABO SOLAR ATOX FLEX 1,8KV 6,0MM VERMELHO METRO (BOBINA);M;0.0;3.08;2.3;0.0;0.019;5.399
S006B;CEL-FLEX 6,0MM;CABO SOLAR ATOX FLEX 1,8KV 6,0MM PRETO METRO (BOBINA);M;0.0;4.8;2.236;0.0;0.0133;7.0493
S006B;CEL-FLEX 6,0MM;CABO SOLAR ATOX FLEX 1,8KV 6,0MM PRETO METRO (BOBINA);M;0.0;2.97;2.35;0.0;0.019;5.339
S006B;CEL-FLEX 6,0MM;CABO SOLAR ATOX FLEX 1,8KV 6,0MM PRETO METRO (BOBINA);M;0.0;3.08;2.3;0.0;0.019;5.399
2975;CEL-FLEX 6,0MM;CABO ELETRICO FLEX ATOX 6,0MM VERMELHO 450/750V IMPERIUM METRO (BOBINA);M;0.0;4.8;2.236;0.0;0.0133;7.0493
2975;CEL-FLEX 6,0MM;CABO ELETRICO FLEX ATOX 6,0MM VERMELHO 450/750V IMPERIUM METRO (BOBINA);M;0.0;2.97;2.35;0.0;0.019;5.339
2975;CEL-FLEX 6,0MM;CABO ELETRICO FLEX ATOX 6,0MM VERMELHO 450/750V IMPERIUM METRO (BOBINA);M;0.0;3.08;2.3;0.0;0.019;5.399
2976;CEL-FLEX 6,0MM;CABO ELETRICO FLEX ATOX 6,0MM VERDE 450/750V IMPERIUM METRO (BOBINA);M;0.0;4.8;2.236;0.0;0.0133;7.0493
2976;CEL-FLEX 6,0MM;CABO ELETRICO FLEX ATOX 6,0MM VERDE 450/750V IMPERIUM METRO (BOBINA);M;0.0;2.97;2.35;0.0;0.019;5.339
2976;CEL-FLEX 6,0MM;CABO ELETRICO FLEX ATOX 6,0MM VERDE 450/750V IMPERIUM METRO (BOBINA);M;0.0;3.08;2.3;0.0;0.019;5.399
2977;CEL-FLEX 6,0MM;CABO ELETRICO FLEX ATOX 6,0MM AZUL 450/750V IMPERIUM METRO (BOBINA);M;0.0;4.8;2.236;0.0;0.0133;7.0493
2977;CEL-FLEX 6,0MM;CABO ELETRICO FLEX ATOX 6,0MM AZUL 450/750V IMPERIUM METRO (BOBINA);M;0.0;2.97;2.35;0.0;0.019;5.339
2977;CEL-FLEX 6,0MM;CABO ELETRICO FLEX ATOX 6,0MM AZUL 450/750V IMPERIUM METRO (BOBINA);M;0.0;3.08;2.3;0.0;0.019;5.399
40040;CEL-FLEX 70,0MM;CABO ELETRICO FLEXIVEL 70,0MM PRETO MAXFIO 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
F072;CEL-FLEX 95,0MM;CABO ELETRICO FLEXIVEL 95,0MM PRETO 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL031;CEL-PL 2 X 0,50MM;CORDAO PARALELO POLARIZADO 2X0,50MM BRANCO MAXFIO 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL034;CEL-PL 2 X 0,50MM;CORDAO PARALELO POLARIZADO 2X0,50MM VERMELHO MAXFIO 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL035;CEL-PL 2 X 0,50MM;CORDAO PARALELO POLARIZADO 2X0,50MM AZUL MAXFIO 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL034B;CEL-PL 2 X 0,50MM;CORDAO PARALELO POLARIZADO 2X0,50MM VERMELHO MAXFIO METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0
PL035B;CEL-PL 2 X 0,50MM;CORDAO PARALELO POLARIZADO 2X0,50MM AZUL MAXFIO METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0
PL042B;CEL-PL 2 X 0,75MM;CORDAO PARALELO POLARIZADO 2X1,0MM VERMELHO/PRETO MAXFIO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP019;CEL-PL 2 X 1,0MM;CABO DE CONTROLE 2X0,50MM PRETO MAXFIO# 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP019B;CEL-PL 2 X 1,0MM;CABO DE CONTROLE 2X0,50MM PRETO MAXFIO# METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PL022;CEL-PL 2 X 1,0MM;CORDAO PARALELO POLARIZADO 2X1,0MM BRANCO MAXFIO 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL027;CEL-PL 2 X 1,0MM;CORDAO PARALELO POLARIZADO 2X1,0MM PRETO MAXFIO 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL039;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM MARROM MAXFIO 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL036B;CEL-PL 2X1,5MM;CORDAO PARALELO 2X1,5MM PRETO MAXFIO 300V NBR247 (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PL039B;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM MARROM MAXFIO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PL043;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2x1,5MM VERMELHO/PRETO MAXFIO 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL043B;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM VERMELHO/PRETO MAXFIO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PL003B;CEL-PL 2X4,0MM;CORDAO PARALELO 2X4,0MM BRANCO MAXFIO 300V NBR247 METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PL003;CEL-PL 2X4,0MM;CORDAO PARALELO 2X4,0MM BRANCO MAXFIO 300V NBR247 100M;RL;561.0826829268293;0.0;0.0;0.0;0.0;0.0
PL044;CEL-PL 2X4,0MM;CORDAO PARALELO 2X4,0MM PRETO MAXFIO 300V NBR247 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP001B;CEL-PP 2X1,5MM;CABO DE CONTROLE 2X1,5MM PRETO MAXFIO# METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP001;CEL-PP 2X1,5MM;CABO DE CONTROLE 2X1,5MM PRETO MAXFIO# 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP002B;CEL-PP 2X2,5MM;CABO DE CONTROLE 2X2,5MM PRETO MAXFIO# METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP002;CEL-PP 2X2,5MM;CABO DE CONTROLE 2X2,5MM PRETO MAXFIO# 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP003B;CEL-PP 2X4,0MM;CABO DE CONTROLE 2X4,0MM PRETO MAXFIO# METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP003;CEL-PP 2X4,0MM;CABO DE CONTROLE 2X4,0MM PRETO MAXFIO# 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP006B;CEL-PP 2X6,0MM;CABO DE CONTROLE 2X6,0MM PRETO MAXFIO# METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP078B;CEL-PP 3X10,0MM;CABO DE CONTROLE PP 3X16,0MM PRETO MAXFIO# METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP005B;CEL-PP 3X2,5MM;CABO DE CONTROLE 3X2,5MM PRETO MAXFIO# METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP005;CEL-PP 3X2,5MM;CABO DE CONTROLE 3X2,5MM PRETO MAXFIO# 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP018;CEL-PP 3X4,0MM;CABO DE CONTROLE 3X4,0MM PRETO MAXFIO# 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP018B;CEL-PP 3X4,0MM;CABO DE CONTROLE 3X4,0MM PRETO MAXFIO# METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP046B;CEL-PP 4X1,5MM;CABO DE CONTROLE 5X1,5MM PRETO MAXFIO METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PP046;CEL-PP 4X1,5MM;CABO DE CONTROLE PP 5X1,5MM PRETO 1KV MAXFIO 100M RL;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP039B;CEL-PP 4X4,0MM;CABO DE CONTROLE 4X4,0MM PRETO MAXFIO# METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP056B;CEL-PP 4X6,0MM;CABO DE CONTROLE 6X1,0MM PRETO MAXFIO METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PP057B;CEL-PP 4X6,0MM;CABO DE CONTROLE 6X1,5MM PRETO MAXFIO METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PP077B;CEL-PP 4X6,0MM;CABO DE CONTROLE 6X1,5MM BRANCO MAXFIO METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
1976;CEL-PP 4X6,0MM;CABO DE CONTROLE 7X1,0MM PRETO MAXFIO# METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
F034B;CEL-FLEX 1,0MM;CABO ELETRICO FLEX 1,0MM VERDE MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;0.781;1.0;0.0;0.0133;1.7943000000000002
F034B;CEL-FLEX 1,0MM;CABO ELETRICO FLEX 1,0MM VERDE MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F034B;CEL-FLEX 1,0MM;CABO ELETRICO FLEX 1,0MM VERDE MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F035;CEL-FLEX 1,0MM;CABO ELETRICO FLEX 1,0MM AZUL BIC MAXFIO 450/750V NBR427 100M;RL;0.0;0.781;1.0;0.0;0.0133;1.7943000000000002
F035;CEL-FLEX 1,0MM;CABO ELETRICO FLEX 1,0MM AZUL BIC MAXFIO 450/750V NBR427 100M;RL;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F035;CEL-FLEX 1,0MM;CABO ELETRICO FLEX 1,0MM AZUL BIC MAXFIO 450/750V NBR427 100M;RL;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F035B;CEL-FLEX 1,0MM;CABO ELETRICO FLEX 1,0MM AZUL BIC MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;0.781;1.0;0.0;0.0133;1.7943000000000002
F035B;CEL-FLEX 1,0MM;CABO ELETRICO FLEX 1,0MM AZUL BIC MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F035B;CEL-FLEX 1,0MM;CABO ELETRICO FLEX 1,0MM AZUL BIC MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F036;CEL-FLEX 1,0MM;CABO ELETRICO FLEX 1,0MM BRANCO MAXFIO 450/750V NBR427 100M;RL;0.0;0.781;1.0;0.0;0.0133;1.7943000000000002
F036;CEL-FLEX 1,0MM;CABO ELETRICO FLEX 1,0MM BRANCO MAXFIO 450/750V NBR427 100M;RL;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F036;CEL-FLEX 1,0MM;CABO ELETRICO FLEX 1,0MM BRANCO MAXFIO 450/750V NBR427 100M;RL;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F036B;CEL-FLEX 1,0MM;CABO ELETRICO FLEX 1,0MM BRANCO MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;0.781;1.0;0.0;0.0133;1.7943000000000002
F036B;CEL-FLEX 1,0MM;CABO ELETRICO FLEX 1,0MM BRANCO MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F036B;CEL-FLEX 1,0MM;CABO ELETRICO FLEX 1,0MM BRANCO MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F037;CEL-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM MARROM MAXFIO* 100M;RL;0.0;0.781;1.0;0.0;0.0133;1.7943000000000002
F037;CEL-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM MARROM MAXFIO* 100M;RL;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F037;CEL-FLEX 1,0MM;CABO ELETRICO FLEXIVEL 1,0MM MARROM MAXFIO* 100M;RL;0.0;0.44;1.0;0.0;0.013;1.4529999999999998
F006;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM BRANCO MAXFIO 450/750V NBR427 100M;RL;0.0;1.228;0.9;0.0;0.0133;2.1413
F006;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM BRANCO MAXFIO 450/750V NBR427 100M;RL;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F006;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM BRANCO MAXFIO 450/750V NBR427 100M;RL;0.0;0.77;1.1;0.0;0.013;1.883
F005;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM AZUL MAXFIO 450/750V NBR427 100M;RL;0.0;1.228;0.9;0.0;0.0133;2.1413
F005;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM AZUL MAXFIO 450/750V NBR427 100M;RL;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F005;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM AZUL MAXFIO 450/750V NBR427 100M;RL;0.0;0.77;1.1;0.0;0.013;1.883
F004;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM VERDE MAXFIO 450/750V NBR427 100M;RL;0.0;1.228;0.9;0.0;0.0133;2.1413
F004;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM VERDE MAXFIO 450/750V NBR427 100M;RL;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F004;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM VERDE MAXFIO 450/750V NBR427 100M;RL;0.0;0.77;1.1;0.0;0.013;1.883
F001;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM PRETO MAXFIO 450/750V NBR247 100M;RL;0.0;1.228;0.9;0.0;0.0133;2.1413
F001;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM PRETO MAXFIO 450/750V NBR247 100M;RL;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F001;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM PRETO MAXFIO 450/750V NBR247 100M;RL;0.0;0.77;1.1;0.0;0.013;1.883
F002;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM VERMELHO MAXFIO 450/750V NBR427 100M;RL;0.0;1.228;0.9;0.0;0.0133;2.1413
F002;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM VERMELHO MAXFIO 450/750V NBR427 100M;RL;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F002;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM VERMELHO MAXFIO 450/750V NBR427 100M;RL;0.0;0.77;1.1;0.0;0.013;1.883
F003;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM AMARELO MAXFIO 450/750V NBR427 100M;RL;0.0;1.228;0.9;0.0;0.0133;2.1413
F003;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM AMARELO MAXFIO 450/750V NBR427 100M;RL;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F003;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM AMARELO MAXFIO 450/750V NBR427 100M;RL;0.0;0.77;1.1;0.0;0.013;1.883
F006B;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM BRANCO MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;1.228;0.9;0.0;0.0133;2.1413
F006B;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM BRANCO MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F006B;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM BRANCO MAXFIO 450/750V NBR247 METRO (BOBINA);M;0.0;0.77;1.1;0.0;0.013;1.883
F150;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA MAXFIO# 100M;RL;0.0;1.228;0.9;0.0;0.0133;2.1413
F150;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA MAXFIO# 100M;RL;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F150;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA MAXFIO# 100M;RL;0.0;0.77;1.1;0.0;0.013;1.883
F150B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA MAXFIO# METRO (BOBINA);M;0.0;1.228;0.9;0.0;0.0133;2.1413
F150B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA MAXFIO# METRO (BOBINA);M;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F150B;CEL-FLEX 1,5MM;CABO ELETRICO FLEXIVEL 1,5MM CINZA MAXFIO# METRO (BOBINA);M;0.0;0.77;1.1;0.0;0.013;1.883
F192;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM MARROM MAXFIO 450/750V NBR247 100M;RL;0.0;1.228;0.9;0.0;0.0133;2.1413
F192;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM MARROM MAXFIO 450/750V NBR247 100M;RL;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F192;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM MARROM MAXFIO 450/750V NBR247 100M;RL;0.0;0.77;1.1;0.0;0.013;1.883
F002M;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM VERMELHO MAXFIO 450/750V NBR427 50M;RL;0.0;1.228;0.9;0.0;0.0133;2.1413
F002M;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM VERMELHO MAXFIO 450/750V NBR427 50M;RL;0.0;0.66;1.12;0.0;0.013;1.7930000000000001
F002M;CEL-FLEX 1,5MM;CABO ELETRICO FLEX 1,5MM VERMELHO MAXFIO 450/750V NBR427 50M;RL;0.0;0.77;1.1;0.0;0.013;1.883
